neuron_id,subclass,main_class,n_nodes,n_tips,n_bpts,max_reach,total_len
961,BI,3,73,6,3,147.22669798647257,321.2761923731061
962,BI,3,73,6,3,161.36234628933727,357.8067340329678
963,BI,3,73,6,3,169.74065924226875,363.55752118372067
964,BI,3,73,6,3,154.98769693107903,341.24035131616876
965,BI,3,73,6,3,164.20915534768454,352.91023278587653
966,BI,3,73,6,3,155.17871600190534,335.74395973636683
967,BI,3,73,6,3,151.2058996864871,332.057550297008
968,BI,3,73,6,3,160.92666155736904,351.49325527035035
969,BI,3,73,6,3,157.04086124318093,345.5758980026699
970,BI,3,73,6,3,166.08682247547515,358.57452795118195
971,BI,3,73,6,3,158.94889304427383,348.3434644515756
972,BI,3,73,6,3,145.2719721763286,317.8042103746338
973,BI,3,73,6,3,165.65347566531767,366.8689712098234
974,BI,3,73,6,3,167.11885381368555,354.6196618985153
975,BI,3,73,6,3,166.1513978274032,361.6325615317561
976,BI,3,73,6,3,164.23768233873736,352.7304830148601
977,BI,3,73,6,3,155.1619618334339,330.62446311662535
978,BI,3,73,6,3,166.02520682113305,359.6668051587369
979,BI,3,73,6,3,163.6736780915001,355.60541824575665
980,BI,3,73,6,3,167.2205935284288,366.8512855300293
981,BI,3,73,6,3,155.754271851529,337.4767594993092
982,BI,3,73,6,3,148.2301352627056,324.87398971894976
983,BI,3,73,6,3,169.77710269644726,372.71362248601497
984,BI,3,73,6,3,162.03812236631228,350.13886761724154
985,BI,3,73,6,3,162.47316486115486,355.1731312701961
986,BI,3,73,6,3,165.32298358062621,346.63800720944585
987,BI,3,73,6,3,168.05488716487838,372.0618814181678
988,BI,3,73,6,3,168.97386809799912,377.154087347343
989,BI,3,73,6,3,166.94145979953572,368.86408881566877
990,BI,3,73,6,3,150.12167398480474,336.32003778342533
991,BI,3,73,6,3,164.99687906139317,362.36115596406546
992,BI,3,73,6,3,164.05911465078677,362.59068587601604
993,BI,3,73,6,3,148.7827204348677,327.5652214295843
994,BI,3,73,6,3,165.1720681592381,362.00434939555925
995,BI,3,73,6,3,163.14723258455842,349.13629709698057
996,BI,3,73,6,3,165.34548376051885,357.1087147025789
997,BI,3,73,6,3,156.25699280352222,334.5656405125629
998,BI,3,73,6,3,169.2172763047556,352.4567785022875
999,BI,3,73,6,3,163.9048397699104,354.46370259592067
1000,BI,3,73,6,3,154.77735041019406,337.4707244198717
